ResponseId,ProductName,AdNumber,QuestionType,QuestionNumber,Rating,AgeGroup,ShoppingFreq,Duration
R_93MpHGHcF9OAXap,Phonecase,13,Trustworthiness,5,4,,,169
R_9H1yyIq5r6uRJuN,Phonecase,1,Purchase Intent,1,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,1,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,1,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,1,Message Clarity,4,4,,,489
R_9H1yyIq5r6uRJuN,Phonecase,1,Trustworthiness,5,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,2,Purchase Intent,1,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,2,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,2,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,2,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,2,Trustworthiness,5,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,3,Purchase Intent,1,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,3,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,3,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,3,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,3,Trustworthiness,5,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,4,Purchase Intent,1,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,4,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,4,Value Convincing,3,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,4,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,4,Trustworthiness,5,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,5,Purchase Intent,1,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,5,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,5,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,5,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,5,Trustworthiness,5,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,6,Purchase Intent,1,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,6,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,6,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,6,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,6,Trustworthiness,5,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,7,Purchase Intent,1,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,7,Visual Appeal,2,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,7,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,7,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,7,Trustworthiness,5,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,8,Purchase Intent,1,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,8,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,8,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,8,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,8,Trustworthiness,5,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,9,Purchase Intent,1,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,9,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,9,Value Convincing,3,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,9,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,9,Trustworthiness,5,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,10,Purchase Intent,1,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,10,Visual Appeal,2,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,10,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,10,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,10,Trustworthiness,5,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,11,Purchase Intent,1,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,11,Visual Appeal,2,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,11,Value Convincing,3,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,11,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,11,Trustworthiness,5,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,12,Purchase Intent,1,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,12,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,12,Value Convincing,3,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,12,Message Clarity,4,3,,,489
R_9H1yyIq5r6uRJuN,Phonecase,12,Trustworthiness,5,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,13,Purchase Intent,1,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,13,Visual Appeal,2,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,13,Value Convincing,3,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,13,Message Clarity,4,2,,,489
R_9H1yyIq5r6uRJuN,Phonecase,13,Trustworthiness,5,2,,,489
R_1mJfsTuKFRxBeNX,T-Shirt,1,Purchase Intent,1,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,1,Visual Appeal,2,1,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,1,Value Convincing,3,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,1,Message Clarity,4,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,1,Trustworthiness,5,1,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,3,Purchase Intent,1,3,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,3,Visual Appeal,2,1,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,3,Value Convincing,3,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,3,Message Clarity,4,3,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,3,Trustworthiness,5,3,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,4,Purchase Intent,1,1,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,4,Visual Appeal,2,1,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,4,Value Convincing,3,3,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,4,Message Clarity,4,3,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,4,Trustworthiness,5,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,5,Purchase Intent,1,1,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,5,Visual Appeal,2,1,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,5,Value Convincing,3,3,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,5,Message Clarity,4,3,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,5,Trustworthiness,5,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,6,Purchase Intent,1,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,6,Visual Appeal,2,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,6,Value Convincing,3,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,6,Message Clarity,4,2,,,582
R_1mJfsTuKFRxBeNX,T-Shirt,6,Trustworthiness,5,2,,,582
R_9wGmFKx8eP4wW10,Umbrella,1,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,1,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,1,Value Convincing,3,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,1,Message Clarity,4,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,1,Trustworthiness,5,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,2,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,2,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,2,Value Convincing,3,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,2,Message Clarity,4,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,2,Trustworthiness,5,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,3,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,3,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,3,Value Convincing,3,5,,,6256
R_9wGmFKx8eP4wW10,Umbrella,3,Message Clarity,4,5,,,6256
R_9wGmFKx8eP4wW10,Umbrella,3,Trustworthiness,5,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,4,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,4,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,4,Value Convincing,3,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,4,Message Clarity,4,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,4,Trustworthiness,5,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,5,Purchase Intent,1,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,5,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,5,Value Convincing,3,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,5,Message Clarity,4,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,5,Trustworthiness,5,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,6,Purchase Intent,1,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,6,Visual Appeal,2,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,6,Value Convincing,3,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,6,Message Clarity,4,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,6,Trustworthiness,5,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,7,Purchase Intent,1,5,,,6256
R_9wGmFKx8eP4wW10,Umbrella,7,Visual Appeal,2,5,,,6256
R_9wGmFKx8eP4wW10,Umbrella,7,Value Convincing,3,5,,,6256
R_9wGmFKx8eP4wW10,Umbrella,7,Message Clarity,4,5,,,6256
R_9wGmFKx8eP4wW10,Umbrella,7,Trustworthiness,5,5,,,6256
R_9wGmFKx8eP4wW10,Umbrella,8,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,8,Visual Appeal,2,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,8,Value Convincing,3,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,8,Message Clarity,4,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,8,Trustworthiness,5,5,,,6256
R_9wGmFKx8eP4wW10,Umbrella,9,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,9,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,9,Value Convincing,3,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,9,Message Clarity,4,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,9,Trustworthiness,5,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,10,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,10,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,10,Value Convincing,3,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,10,Message Clarity,4,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,10,Trustworthiness,5,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,11,Purchase Intent,1,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,11,Visual Appeal,2,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,11,Value Convincing,3,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,11,Message Clarity,4,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,11,Trustworthiness,5,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,12,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,12,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,12,Value Convincing,3,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,12,Message Clarity,4,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,12,Trustworthiness,5,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,13,Purchase Intent,1,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,13,Visual Appeal,2,2,,,6256
R_9wGmFKx8eP4wW10,Umbrella,13,Value Convincing,3,4,,,6256
R_9wGmFKx8eP4wW10,Umbrella,13,Message Clarity,4,3,,,6256
R_9wGmFKx8eP4wW10,Umbrella,13,Trustworthiness,5,3,,,6256
R_5cwOAXQ4PpvSENP,T-Shirt,1,Purchase Intent,1,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,1,Visual Appeal,2,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,1,Value Convincing,3,4,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,1,Message Clarity,4,4,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,1,Trustworthiness,5,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,3,Purchase Intent,1,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,3,Visual Appeal,2,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,3,Value Convincing,3,4,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,3,Message Clarity,4,4,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,3,Trustworthiness,5,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,4,Purchase Intent,1,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,4,Visual Appeal,2,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,4,Value Convincing,3,2,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,4,Message Clarity,4,5,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,4,Trustworthiness,5,2,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,5,Purchase Intent,1,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,5,Visual Appeal,2,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,5,Value Convincing,3,2,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,5,Message Clarity,4,5,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,5,Trustworthiness,5,2,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,6,Purchase Intent,1,2,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,6,Visual Appeal,2,3,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,6,Value Convincing,3,4,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,6,Message Clarity,4,4,,,347
R_5cwOAXQ4PpvSENP,T-Shirt,6,Trustworthiness,5,1,,,347
R_9fBNnYsKfTTBmK3,Umbrella,1,Purchase Intent,1,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,1,Visual Appeal,2,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,1,Value Convincing,3,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,1,Message Clarity,4,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,1,Trustworthiness,5,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,2,Purchase Intent,1,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,2,Visual Appeal,2,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,2,Value Convincing,3,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,2,Message Clarity,4,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,2,Trustworthiness,5,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,3,Purchase Intent,1,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,3,Visual Appeal,2,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,3,Value Convincing,3,2,,,168
R_9fBNnYsKfTTBmK3,Umbrella,3,Message Clarity,4,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,3,Trustworthiness,5,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,4,Purchase Intent,1,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,4,Visual Appeal,2,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,4,Value Convincing,3,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,4,Message Clarity,4,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,4,Trustworthiness,5,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,5,Purchase Intent,1,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,5,Visual Appeal,2,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,5,Value Convincing,3,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,5,Message Clarity,4,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,5,Trustworthiness,5,2,,,168
R_9fBNnYsKfTTBmK3,Umbrella,6,Purchase Intent,1,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,6,Visual Appeal,2,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,6,Value Convincing,3,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,6,Message Clarity,4,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,6,Trustworthiness,5,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,7,Purchase Intent,1,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,7,Visual Appeal,2,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,7,Value Convincing,3,2,,,168
R_9fBNnYsKfTTBmK3,Umbrella,7,Message Clarity,4,1,,,168
R_9fBNnYsKfTTBmK3,Umbrella,7,Trustworthiness,5,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,8,Purchase Intent,1,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,8,Visual Appeal,2,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,8,Value Convincing,3,1,,,168
R_9fBNnYsKfTTBmK3,Umbrella,8,Message Clarity,4,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,8,Trustworthiness,5,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,9,Purchase Intent,1,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,9,Visual Appeal,2,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,9,Value Convincing,3,2,,,168
R_9fBNnYsKfTTBmK3,Umbrella,9,Message Clarity,4,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,9,Trustworthiness,5,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,10,Purchase Intent,1,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,10,Visual Appeal,2,2,,,168
R_9fBNnYsKfTTBmK3,Umbrella,10,Value Convincing,3,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,10,Message Clarity,4,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,10,Trustworthiness,5,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,11,Purchase Intent,1,2,,,168
R_9fBNnYsKfTTBmK3,Umbrella,11,Visual Appeal,2,2,,,168
R_9fBNnYsKfTTBmK3,Umbrella,11,Value Convincing,3,1,,,168
R_9fBNnYsKfTTBmK3,Umbrella,11,Message Clarity,4,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,11,Trustworthiness,5,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,12,Purchase Intent,1,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,12,Visual Appeal,2,3,,,168
R_9fBNnYsKfTTBmK3,Umbrella,12,Value Convincing,3,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,12,Message Clarity,4,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,12,Trustworthiness,5,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,13,Purchase Intent,1,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,13,Visual Appeal,2,4,,,168
R_9fBNnYsKfTTBmK3,Umbrella,13,Value Convincing,3,2,,,168
R_9fBNnYsKfTTBmK3,Umbrella,13,Message Clarity,4,5,,,168
R_9fBNnYsKfTTBmK3,Umbrella,13,Trustworthiness,5,4,,,168
R_4eIwgh0jk2q9wBd,Backpack,1,Purchase Intent,1,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,1,Visual Appeal,2,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,1,Value Convincing,3,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,1,Message Clarity,4,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,1,Trustworthiness,5,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,2,Purchase Intent,1,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,2,Visual Appeal,2,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,2,Value Convincing,3,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,2,Message Clarity,4,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,2,Trustworthiness,5,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,3,Purchase Intent,1,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,3,Visual Appeal,2,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,3,Value Convincing,3,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,3,Message Clarity,4,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,3,Trustworthiness,5,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,4,Purchase Intent,1,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,4,Visual Appeal,2,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,4,Value Convincing,3,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,4,Message Clarity,4,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,4,Trustworthiness,5,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,5,Purchase Intent,1,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,5,Visual Appeal,2,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,5,Value Convincing,3,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,5,Message Clarity,4,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,5,Trustworthiness,5,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,6,Purchase Intent,1,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,6,Visual Appeal,2,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,6,Value Convincing,3,1,,,291
R_4eIwgh0jk2q9wBd,Backpack,6,Message Clarity,4,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,6,Trustworthiness,5,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,7,Purchase Intent,1,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,7,Visual Appeal,2,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,7,Value Convincing,3,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,7,Message Clarity,4,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,7,Trustworthiness,5,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,8,Purchase Intent,1,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,8,Visual Appeal,2,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,8,Value Convincing,3,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,8,Message Clarity,4,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,8,Trustworthiness,5,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,9,Purchase Intent,1,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,9,Visual Appeal,2,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,9,Value Convincing,3,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,9,Message Clarity,4,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,9,Trustworthiness,5,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,10,Purchase Intent,1,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,10,Visual Appeal,2,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,10,Value Convincing,3,2,,,291
R_4eIwgh0jk2q9wBd,Backpack,10,Message Clarity,4,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,10,Trustworthiness,5,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,11,Purchase Intent,1,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,11,Visual Appeal,2,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,11,Value Convincing,3,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,11,Message Clarity,4,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,11,Trustworthiness,5,5,,,291
R_4eIwgh0jk2q9wBd,Backpack,12,Purchase Intent,1,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,12,Visual Appeal,2,5,,,291
R_4eIwgh0jk2q9wBd,Backpack,12,Value Convincing,3,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,12,Message Clarity,4,4,,,291
R_4eIwgh0jk2q9wBd,Backpack,12,Trustworthiness,5,5,,,291
R_4eIwgh0jk2q9wBd,Backpack,13,Purchase Intent,1,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,13,Visual Appeal,2,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,13,Value Convincing,3,3,,,291
R_4eIwgh0jk2q9wBd,Backpack,13,Message Clarity,4,5,,,291
R_4eIwgh0jk2q9wBd,Backpack,13,Trustworthiness,5,4,,,291
